state,zip,poverty_rate,median_income_household,percent_lower_education,percent_higher_education,percent_snap_participation,per_capita_income
MA,02474,0.04647521440518131,139199.0,0.12770777290103355,0.8722922270989665,0.07635488422275707,79137.0
MA,02132,0.04078278484883232,139545.0,0.18174677205557466,0.8182532279444253,0.10954095409540954,72857.0
MA,02764,0.022768259693417493,140135.0,0.2790776534418447,0.7209223465581553,0.14246575342465753,48449.0
MA,02144,0.11756139002386828,140591.0,0.14674631284030237,0.8532536871596976,0.07381652848355175,78130.0
MA,02562,0.03468208092485549,141324.0,0.1888556469708302,0.8111443530291698,0.012039660056657223,57341.0
MA,02359,0.0323161744636716,141332.0,0.28697504564820453,0.7130249543517955,0.04725196288365453,60532.0
MA,01824,0.052764672579732025,141337.0,0.20055886539779616,0.7994411346022038,0.0864410214835833,62524.0
MA,01803,0.05206601986780565,142421.0,0.22594142259414227,0.7740585774058577,0.053548193374036636,66552.0
MA,01821,0.03531550246689172,142564.0,0.30894094937264194,0.6910590506273581,0.08982712188341586,59108.0
MA,01262,0.1452353616532721,142679.0,0.2423611111111111,0.7576388888888889,0.1027190332326284,81122.0
MA,02038,0.04599943365950351,142788.0,0.2057462653681752,0.7942537346318248,0.06710430342815463,63724.0
MA,02717,0.02565720294426919,143281.0,0.4058651026392962,0.5941348973607038,0.03115264797507788,52479.0
MA,01106,0.03777117768595041,143961.0,0.1250674824545618,0.8749325175454382,0.057744565217391304,69046.0
MA,01879,0.04618490109002826,144167.0,0.2476776450717819,0.7523223549282181,0.11453849832615973,56868.0
MA,01950,0.05849536014140522,144259.0,0.14304626020445688,0.8569537397955431,0.07469199178644764,78121.0
MA,02535,0.05221238938053097,144833.0,0.10472056429734129,0.8952794357026587,0.015037593984962405,83799.0
MA,02476,0.06676209561981106,145150.0,0.13868003341687551,0.8613199665831245,0.07278318810866223,89164.0
MA,02702,0.05775842310336924,145324.0,0.26255067040848146,0.7374493295915185,0.10970196575776792,50205.0
MA,02445,0.08836078359407258,145878.0,0.0658372213582167,0.9341627786417833,0.05169897852824682,98469.0
MA,01460,0.06955908999396014,146250.0,0.20756560580681183,0.7924343941931882,0.09870772614792411,64913.0
MA,01520,0.04355128974205159,147582.0,0.1864801864801865,0.8135198135198135,0.05398587285570131,57294.0
MA,01516,0.030500379897970258,147859.0,0.284723269491781,0.7152767305082189,0.10171531748420103,62124.0
MA,02093,0.03756498406842194,147930.0,0.2458460495083079,0.7541539504916921,0.07713310580204778,66485.0
MA,02054,0.042076887013595875,149021.0,0.2596496667183382,0.7403503332816618,0.02926396689328998,68784.0
MA,02081,0.043584521384928715,150233.0,0.19937171244886032,0.8006282875511397,0.056255132767588284,70640.0
MA,01541,0.03862660944206009,150577.0,0.15656565656565657,0.8434343434343434,0.03625377643504532,73647.0
MA,01864,0.027042801556420235,150820.0,0.2321604440863103,0.7678395559136897,0.09596994535519125,77743.0
MA,02047,0.06757903649804664,151000.0,0.49557522123893805,0.504424778761062,0.09104414261460102,72711.0
MA,01719,0.040278286341999266,151000.0,0.09422411498536067,0.9057758850146393,0.061990950226244346,75416.0
MA,01929,0.0850292723724561,151509.0,0.15399841646872525,0.8460015835312747,0.09491268033409264,69734.0
MA,02458,0.04382501579279848,151782.0,0.12679127725856698,0.873208722741433,0.06194339996041955,80064.0
MA,01833,0.03044412607449857,153565.0,0.19946000674991562,0.8005399932500844,0.04093938432243732,65260.0
MA,01519,0.05462405030128373,153750.0,0.21046578493387005,0.78953421506613,0.013215859030837005,64440.0
MA,01720,0.02701289647960962,154101.0,0.09565217391304348,0.9043478260869565,0.057363110758417414,75771.0
MA,02460,0.03337378640776699,154329.0,0.09904517600114009,0.90095482399886,0.05639476334340383,84434.0
MA,01746,0.03038655462184874,154684.0,0.1719908727895037,0.8280091272104962,0.050229925716307036,74139.0
MA,01543,0.015420200462606014,155504.0,0.2600234859922832,0.7399765140077168,0.10061468780329991,52518.0
MA,01590,0.04202225342983688,155938.0,0.26225086168140266,0.7377491383185973,0.058074534161490686,66286.0
MA,02127,0.1046818927866025,156373.0,0.1955906350950811,0.8044093649049189,0.12511874825370214,92105.0
MA,02129,0.08393698394204954,157192.0,0.18689399362269798,0.813106006377302,0.13814037703695814,97454.0
MA,01730,0.04622115588173029,158286.0,0.159187932833697,0.840812067166303,0.05424769703172978,89522.0
MA,01568,0.0176945762277215,161429.0,0.18442112751200426,0.8155788724879958,0.05733148019457957,68545.0
MA,01887,0.025088819685073906,161473.0,0.27224934284641383,0.7277506571535862,0.06187269724304409,60558.0
MA,01867,0.03587390736858759,163407.0,0.196867014776136,0.803132985223864,0.026911442578491707,71419.0
MA,01945,0.029703458824690384,164325.0,0.0912993118484704,0.9087006881515296,0.045068027210884355,94164.0
MA,01810,0.03292755936938735,167591.0,0.12020334535913414,0.8797966546408659,0.055049326003464114,83976.0
MA,02142,0.09861325115562404,168788.0,0.0044816253361219,0.995518374663878,0.02029520295202952,114807.0
MA,02466,0.09104180491041805,170852.0,0.12882386471594148,0.8711761352840586,0.10481392966882895,82983.0
MA,01940,0.062194002447980415,171044.0,0.19346594066007333,0.8065340593399266,0.037199582027168235,76804.0
MA,02534,0.09863013698630137,171169.0,0.12212943632567849,0.8778705636743215,0.09104414261460102,91489.0
MA,01949,0.03740562800274537,171458.0,0.38289862866361923,0.6171013713363808,0.058202653799758745,67877.0
MA,02332,0.04838202953188816,171471.0,0.13253439857967156,0.8674656014203285,0.041638795986622075,85402.0
MA,02494,0.020947348556331385,173750.0,0.11984553854640739,0.8801544614535927,0.05883801083210241,102290.0
MA,02467,0.06507455142784938,173854.0,0.054751362397820164,0.9452486376021798,0.02051129607609988,88431.0
MA,02053,0.04254829806807728,174357.0,0.15917480998914224,0.8408251900108578,0.04876448720752241,74339.0
MA,01532,0.03823832860459118,174358.0,0.1505356982083371,0.8494643017916629,0.07804024496937882,79529.0
MA,02465,0.03832007527157642,174518.0,0.11573061026015075,0.8842693897398493,0.05341246290801187,106385.0
MA,02339,0.04927615034323388,174821.0,0.210734101579172,0.789265898420828,0.07850734094616639,70366.0
MA,01951,0.042185338865836794,175779.0,0.14673452078032231,0.8532654792196777,0.07116104868913857,94530.0
MA,01983,0.05085536547433903,176698.0,0.13619919131730154,0.8638008086826985,0.07616926503340757,71322.0
MA,02186,0.06268887742315914,177222.0,0.1717155177119153,0.8282844822880847,0.0586890243902439,72473.0
MA,02109,0.07076295864880605,177500.0,0.06617881005408845,0.9338211899459116,0.0537270087124879,130019.0
MA,02478,0.03885671586026527,177790.0,0.10205263157894737,0.8979473684210526,0.05630804953560371,92557.0
MA,01775,0.04289129517648713,177862.0,0.11498733190411226,0.8850126680958877,0.04503844745514463,80817.0
MA,02210,0.034482758620689655,178833.0,0.022218364867210554,0.9777816351327895,0.025777984208081747,175892.0
MA,01922,0.07274159663865547,179896.0,0.21129261363636365,0.7887073863636364,0.06304868316041501,70073.0
MA,02032,0.06873706004140787,180100.0,0.17484954070319925,0.8251504592968008,0.04219143576826197,65570.0
MA,01745,0.06757903649804664,180833.0,0.075,0.925,0.036,88776.0
MA,02043,0.03218515883313104,181017.0,0.12747957992998832,0.8725204200700116,0.03170119271814187,104438.0
MA,02575,0.036580670003850596,181304.0,0.14264112903225806,0.8573588709677419,0.025821596244131457,82134.0
MA,01886,0.0170038830983037,181523.0,0.11693086613224037,0.8830691338677596,0.052643521670070345,73464.0
MA,02061,0.030253916801728797,182637.0,0.1707249965607374,0.8292750034392626,0.0565468020861927,74251.0
MA,02067,0.014254624591947769,183724.0,0.11846166020416238,0.8815383397958376,0.07499225286643942,80677.0
MA,02025,0.03921330581522399,187060.0,0.12514878422037068,0.8748512157796293,0.04567385011257639,114646.0
MA,01984,0.03832466465918423,187652.0,0.100438421681945,0.899561578318055,0.04334600760456274,62015.0
MA,01985,0.034919928825622774,189048.0,0.11258473327438845,0.8874152667256116,0.0387409200968523,83726.0
MA,01450,0.04527790329868956,189355.0,0.15968258387860226,0.8403174161213978,0.02405028696365127,75886.0
MA,01921,0.015180957007529755,190526.0,0.13952291058863908,0.8604770894113609,0.024810475534114404,90836.0
MA,01772,0.0342472734685557,196680.0,0.0945048309178744,0.9054951690821256,0.035538861600693444,96765.0
MA,01773,0.06875121382792776,197292.0,0.03971304125032027,0.9602869587496797,0.059252506836827715,131313.0
MA,02056,0.019423368740515933,197379.0,0.24513329200247985,0.7548667079975202,0.016661707825052066,70548.0
MA,01944,0.027107315261789826,197875.0,0.045454545454545456,0.9545454545454546,0.005877034358047016,100726.0
MA,01740,0.023704227843622853,198475.0,0.08297386450139559,0.9170261354986045,0.04673366834170854,83182.0
MA,01827,0.009841932597673724,202379.0,0.16311439756415833,0.8368856024358416,0.04052863436123348,70324.0
MA,01748,0.04273412846980799,204418.0,0.10584379246942202,0.894156207530578,0.04266546057590834,98671.0
MA,02090,0.05027548209366391,205000.0,0.13897733657988387,0.8610226634201161,0.032046613255644577,86172.0
MA,01451,0.04345393509884372,206607.0,0.08208752378363686,0.9179124762163632,0.026563364692861097,101675.0
MA,02461,0.05799573560767591,207292.0,0.08423509441969022,0.9157649055803098,0.049921383647798745,105534.0
MA,02071,0.06757903649804664,207878.0,0.12406015037593984,0.8759398496240601,0.09104414261460102,61598.0
MA,02462,0.07727272727272727,210682.0,0.22418358340688438,0.7758164165931156,0.21102661596958175,94068.0
MA,01742,0.02475421348314607,211435.0,0.13241413070082403,0.867585869299176,0.028912938136003877,98713.0
MA,02108,0.14673311184939092,212664.0,0.10662824207492795,0.8933717579250721,0.036852589641434265,141237.0
