state,zip,poverty_rate,median_income_household,percent_lower_education,percent_higher_education,percent_snap_participation,per_capita_income,num_food_access,num_grocery,num_food_pantries,num_fast_food,num_restaurants
MA,02370,0.0727345446234716,101475.0,0.3695462131447191,0.630453786855281,0.1407985589912939,48224.0,2.0,0.0,0.0,1.0,1.0
MA,01010,0.0607540005424464,101477.0,0.3276734104046243,0.6723265895953757,0.0858688302907369,54340.0,0.0,0.0,0.0,0.0,0.0
MA,02170,0.0841571479793064,101840.0,0.3360703812316715,0.6639296187683285,0.1491768254367224,49697.0,24.0,2.0,0.0,1.0,14.0
MA,01368,0.1120274914089347,101875.0,0.4624881291547958,0.5375118708452041,0.128440366972477,39802.0,0.0,0.0,0.0,0.0,0.0
MA,02671,0.0293333333333333,101917.0,0.1369539551357733,0.8630460448642266,0.0191489361702127,81647.0,1.0,0.0,0.0,1.0,0.0
MA,01501,0.0368009621166566,101929.0,0.3200874069278083,0.6799125930721917,0.1413075344473761,50080.0,13.0,2.0,0.0,5.0,6.0
MA,02188,0.0580995235574378,102236.0,0.3506363027461487,0.6493636972538513,0.128134110787172,56183.0,3.0,0.0,0.0,2.0,0.0
MA,01452,0.0754014428671166,102344.0,0.3412184057031756,0.6587815942968244,0.0932515337423312,44441.0,1.0,0.0,0.0,0.0,0.0
MA,01915,0.1069688680474143,102347.0,0.2483968712564301,0.7516031287435698,0.134717527764365,55760.0,32.0,0.0,0.0,4.0,24.0
MA,01360,0.0715036803364879,102470.0,0.3300404131118096,0.6699595868881904,0.082612116443745,50897.0,0.0,0.0,0.0,0.0,0.0
MA,01952,0.0553251855085115,102521.0,0.3127740840288584,0.6872259159711416,0.1006195786864931,53254.0,8.0,0.0,0.0,1.0,5.0
MA,01373,0.0342368045649072,102578.0,0.2334217506631299,0.76657824933687,0.0721425467188179,60727.0,10.0,0.0,0.0,2.0,7.0
MA,01072,0.0431705590941259,103188.0,0.1806395851339671,0.8193604148660328,0.1041322314049586,49614.0,0.0,0.0,0.0,0.0,0.0
MA,01844,0.0893068550696963,103292.0,0.4107740501753728,0.5892259498246272,0.1945641189298441,44672.0,15.0,1.0,0.0,8.0,5.0
MA,02368,0.0931758149255464,103321.0,0.3730801121332965,0.6269198878667035,0.2475708981752113,47844.0,29.0,2.0,0.0,13.0,13.0
MA,01034,0.0634765625,103603.0,0.3319123020706455,0.6680876979293544,0.0285062713797035,55380.0,0.0,0.0,0.0,0.0,0.0
MA,02072,0.0699502591394483,104164.0,0.343752942284154,0.656247057715846,0.1195101740171254,49598.0,17.0,2.0,1.0,5.0,9.0
MA,02657,0.1292119186856029,104500.0,0.1893597835888187,0.8106402164111812,0.143559488692232,89803.0,64.0,0.0,7.0,4.0,42.0
MA,02791,0.0675790364980466,104712.0,0.0380622837370242,0.9619377162629758,0.091044142614601,82970.0,0.0,0.0,0.0,0.0,0.0
MA,01270,0.043043043043043,104961.0,0.2701986754966887,0.7298013245033113,0.075187969924812,56308.0,2.0,0.0,0.0,0.0,0.0
MA,02171,0.1163015300157576,104992.0,0.3095252908604492,0.6904747091395508,0.1208544125913434,59649.0,26.0,0.0,1.0,8.0,12.0
MA,02644,0.0446096654275092,105000.0,0.2623801916932907,0.7376198083067093,0.109375,52576.0,0.0,0.0,0.0,0.0,0.0
MA,01432,0.0714196528904981,105142.0,0.2953241786893794,0.7046758213106206,0.1042735042735042,56876.0,11.0,0.0,1.0,6.0,3.0
MA,02748,0.0543603364320495,105455.0,0.3538928210313448,0.6461071789686552,0.1555418211784095,63784.0,9.0,0.0,0.0,0.0,5.0
MA,01096,0.0438247011952191,105729.0,0.2372022301064369,0.7627977698935631,0.0541549953314659,53903.0,4.0,1.0,0.0,0.0,2.0
MA,01536,0.0818382555892906,105795.0,0.2699539524174981,0.7300460475825019,0.1400198609731877,52781.0,1.0,0.0,0.0,0.0,1.0
MA,02152,0.0818756585879873,106357.0,0.3139188422247446,0.6860811577752554,0.1280626420813336,59226.0,4.0,0.0,0.0,0.0,3.0
MA,02338,0.0276915113871635,106851.0,0.3396262035114215,0.6603737964885784,0.1173693086003372,48218.0,5.0,0.0,0.0,0.0,4.0
MA,02343,0.074074074074074,107198.0,0.3538591821921122,0.6461408178078877,0.1178546224417784,47224.0,3.0,0.0,0.0,0.0,3.0
MA,01749,0.0550983540746688,107202.0,0.292448951623955,0.707551048376045,0.0727521452555652,55095.0,26.0,2.0,0.0,5.0,15.0
MA,01071,0.0381254964257347,107292.0,0.4678111587982833,0.5321888412017167,0.0708955223880597,54988.0,0.0,0.0,0.0,0.0,0.0
MA,02718,0.1132127955493741,107570.0,0.4022027330205996,0.5977972669794004,0.0704281712685074,39920.0,0.0,0.0,0.0,0.0,0.0
MA,01366,0.0649122807017543,107656.0,0.284789644012945,0.7152103559870551,0.0777537796976241,47450.0,0.0,0.0,0.0,0.0,0.0
MA,01542,0.0181950509461426,107674.0,0.35,0.65,0.0994263862332696,49239.0,0.0,0.0,0.0,0.0,0.0
MA,01801,0.0653955634079309,107754.0,0.3163858905813914,0.6836141094186086,0.11320293398533,56975.0,39.0,2.0,0.0,7.0,26.0
MA,02382,0.0639957688747851,107794.0,0.3702405758666414,0.6297594241333586,0.0846367744177963,46233.0,1.0,0.0,0.0,1.0,0.0
MA,02668,0.0132286068623398,108042.0,0.1425520555258942,0.8574479444741057,0.0690978886756238,48583.0,4.0,0.0,0.0,3.0,0.0
MA,01253,0.0225,108068.0,0.2655086848635236,0.7344913151364765,0.0545905707196029,61152.0,0.0,0.0,0.0,0.0,0.0
MA,01835,0.035392136610893,108275.0,0.289904570567554,0.710095429432446,0.1146368305209097,48728.0,1.0,0.0,0.0,0.0,1.0
MA,02035,0.0524200119506763,108559.0,0.206023433199654,0.793976566800346,0.1011298646952155,62746.0,27.0,2.0,0.0,3.0,20.0
MA,01077,0.0420733029711559,108833.0,0.3774680603948896,0.6225319396051103,0.0745406824146981,50685.0,3.0,0.0,1.0,0.0,1.0
MA,01094,0.0675790364980466,109000.0,0.3695652173913043,0.6304347826086957,0.3125,29645.0,0.0,0.0,0.0,0.0,0.0
MA,02131,0.0998012310848935,109237.0,0.3064981336952833,0.6935018663047167,0.1927865692023455,58481.0,15.0,2.0,0.0,3.0,9.0
MA,02760,0.0538387252535007,109350.0,0.2948711910705034,0.7051288089294966,0.0910067779798313,55975.0,6.0,1.0,0.0,2.0,3.0
MA,01434,0.0964705882352941,109651.0,0.4877384196185286,0.5122615803814714,0.0457317073170731,30963.0,5.0,0.0,0.0,4.0,1.0
MA,01462,0.0718001193826213,109884.0,0.3186291948298351,0.6813708051701648,0.0888056412516527,50853.0,2.0,0.0,0.0,1.0,1.0
MA,02763,0.0337289194253591,109970.0,0.2069256756756756,0.7930743243243243,0.0158520475561426,59115.0,0.0,0.0,0.0,0.0,0.0
MA,01033,0.0500411522633744,110188.0,0.33589370977787,0.66410629022213,0.0374163056321386,60649.0,1.0,0.0,0.0,1.0,0.0
MA,02113,0.1104964114832535,110321.0,0.1080582325199918,0.8919417674800082,0.0458128078817734,86182.0,56.0,0.0,0.0,2.0,42.0
MA,02726,0.0398446947998217,110427.0,0.372411517201551,0.6275884827984489,0.0860643185298621,50108.0,0.0,0.0,0.0,0.0,0.0
MA,01431,0.0285534985880138,110536.0,0.325219473264166,0.674780526735834,0.0284810126582278,55297.0,0.0,0.0,0.0,0.0,0.0
MA,01036,0.023464599061416,110703.0,0.2311380267474135,0.7688619732525864,0.0468193384223918,50922.0,0.0,0.0,0.0,0.0,0.0
MA,02538,0.0496217178460169,110882.0,0.3819139596136962,0.6180860403863038,0.132830626450116,43860.0,3.0,1.0,0.0,2.0,0.0
MA,01468,0.04539785482664,110938.0,0.3091085271317829,0.6908914728682171,0.144777031154551,48621.0,1.0,0.0,0.0,0.0,0.0
MA,01908,0.0459106111280024,111004.0,0.225284821756707,0.774715178243293,0.0486284289276807,91157.0,0.0,0.0,0.0,0.0,0.0
MA,01346,0.084788029925187,111150.0,0.32,0.68,0.1724137931034483,61134.0,0.0,0.0,0.0,0.0,0.0
MA,01518,0.0918936659008861,111193.0,0.2911392405063291,0.7088607594936709,0.2405773857257417,58296.0,3.0,0.0,0.0,1.0,1.0
MA,02666,0.0649762282091917,111344.0,0.1561514195583596,0.8438485804416404,0.1727493917274939,67068.0,2.0,0.0,0.0,1.0,0.0
MA,01826,0.0671245222039218,111451.0,0.4020569137577897,0.5979430862422103,0.1372952506379126,47708.0,5.0,0.0,0.0,2.0,2.0
MA,02675,0.0619345859429366,111555.0,0.1717984604618614,0.8282015395381386,0.0684422421802415,63929.0,0.0,0.0,0.0,0.0,0.0
MA,02360,0.0580969503262751,111975.0,0.2796520933367029,0.7203479066632971,0.078498954379986,57099.0,52.0,2.0,0.0,13.0,29.0
MA,01038,0.0652794777641778,112083.0,0.1968967362225789,0.803103263777421,0.0536723163841807,57308.0,1.0,0.0,0.0,0.0,0.0
MA,02324,0.0418902187371027,112445.0,0.383494376683035,0.616505623316965,0.0909771220868077,50770.0,3.0,1.0,0.0,0.0,2.0
MA,02341,0.0231219418593495,112457.0,0.3692641868042357,0.6307358131957643,0.0829342072094782,57742.0,3.0,1.0,0.0,1.0,1.0
MA,02180,0.0471046186144156,112635.0,0.2767200972165962,0.7232799027834037,0.0728991596638655,60479.0,25.0,1.0,0.0,7.0,13.0
MA,02452,0.1126658039469427,112902.0,0.2666104197426703,0.7333895802573297,0.0988286969253294,50931.0,12.0,0.0,0.0,6.0,3.0
MA,01469,0.0693041526374859,113162.0,0.3023789649415693,0.6976210350584308,0.0744640842421963,48392.0,5.0,1.0,0.0,1.0,3.0
MA,01254,0.0520291363163371,113304.0,0.2011904761904762,0.7988095238095239,0.0440835266821345,97115.0,0.0,0.0,0.0,0.0,0.0
MA,01245,0.0833333333333333,113750.0,0.21996879875195,0.7800312012480499,0.0341614906832298,69203.0,1.0,0.0,0.0,0.0,1.0
MA,01054,0.0930493273542601,113750.0,0.1756457564575645,0.8243542435424355,0.1078431372549019,62211.0,0.0,0.0,0.0,0.0,0.0
MA,02453,0.0837907593878367,114029.0,0.2528779193708844,0.7471220806291156,0.0787606433301797,58114.0,48.0,4.0,0.0,9.0,30.0
MA,01039,0.0393518518518518,115114.0,0.1619190404797601,0.8380809595202399,0.0447330447330447,56602.0,1.0,0.0,0.0,0.0,0.0
MA,01430,0.0966426106055851,115146.0,0.2308758955396348,0.7691241044603652,0.0819949281487743,46141.0,4.0,0.0,0.0,1.0,3.0
MA,01747,0.0435871743486974,115216.0,0.2916026625704045,0.7083973374295955,0.086596038691847,56273.0,0.0,0.0,0.0,0.0,0.0
MA,02667,0.0563051375194603,115469.0,0.2208081450843143,0.7791918549156857,0.079814921920185,51957.0,7.0,0.0,0.0,2.0,5.0
MA,01529,0.0789639924194567,115789.0,0.3688627780109106,0.6311372219890894,0.0507364975450081,49560.0,0.0,0.0,0.0,0.0,0.0
MA,02364,0.0320569902048085,115863.0,0.2148016226377758,0.7851983773622242,0.0776996574725076,56247.0,4.0,2.0,0.0,1.0,1.0
MA,01527,0.049380014587892,116000.0,0.3610652152784527,0.6389347847215473,0.1022297808012093,49530.0,14.0,1.0,0.0,2.0,9.0
MA,02771,0.0412277867528271,116310.0,0.325678496868476,0.6743215031315241,0.0880793569351804,50340.0,4.0,1.0,1.0,0.0,2.0
MA,01860,0.0857872596153846,116477.0,0.2769291807181115,0.7230708192818885,0.114760147601476,50957.0,2.0,0.0,0.0,2.0,0.0
MA,02191,0.0598794717271445,116496.0,0.3182318703791096,0.6817681296208904,0.0608768500418877,57391.0,2.0,0.0,0.0,0.0,2.0
MA,02777,0.0319500117896722,116627.0,0.3809669992325403,0.6190330007674597,0.1151164515650497,48644.0,6.0,0.0,0.0,5.0,1.0
MA,01923,0.0394005228854439,117072.0,0.2754787797132134,0.7245212202867867,0.0797934969658545,55308.0,16.0,3.0,1.0,6.0,6.0
MA,01969,0.008641774009457,117177.0,0.1907339250920112,0.8092660749079887,0.0844316309719934,66485.0,2.0,1.0,0.0,1.0,0.0
MA,02739,0.0253417293810474,117308.0,0.1922477600311647,0.8077522399688352,0.0719569603227975,76625.0,2.0,0.0,0.0,0.0,2.0
MA,02563,0.0408163265306122,117558.0,0.2401540564045223,0.7598459435954777,0.0506535947712418,68299.0,12.0,1.0,0.0,2.0,5.0
MA,01035,0.0446428571428571,117580.0,0.1839842790469172,0.8160157209530828,0.0976886175316179,60820.0,21.0,2.0,0.0,3.0,8.0
MA,02638,0.0537190082644628,117619.0,0.3061444484369385,0.6938555515630614,0.0496402877697841,64893.0,2.0,0.0,0.0,0.0,1.0
MA,02375,0.0417944449312187,117717.0,0.2376140004929751,0.7623859995070249,0.1133998265394622,61489.0,22.0,1.0,0.0,6.0,12.0
MA,02635,0.0256069171932158,118295.0,0.2165605095541401,0.7834394904458599,0.0354306658521686,73217.0,0.0,0.0,0.0,0.0,0.0
MA,02199,0.167076167076167,118367.0,0.0502369668246445,0.9497630331753556,0.0133333333333333,122935.0,22.0,1.0,0.0,5.0,12.0
MA,01611,0.0636237897648686,118389.0,0.4342342342342342,0.5657657657657658,0.0836363636363636,42150.0,0.0,0.0,0.0,0.0,0.0
MA,01540,0.0368114406779661,118389.0,0.4223609943557103,0.5776390056442896,0.1942098914354644,44917.0,6.0,1.0,0.0,2.0,2.0
MA,02155,0.0741230862005427,118403.0,0.2574101898647726,0.7425898101352274,0.1041242983811925,59655.0,56.0,5.0,0.0,20.0,22.0
MA,01522,0.060553633217993,118824.0,0.1622390891840607,0.8377609108159393,0.0492359932088285,48960.0,1.0,0.0,0.0,0.0,1.0
MA,02770,0.0312387143373058,119164.0,0.3196581196581196,0.6803418803418804,0.0819437827536922,53527.0,0.0,0.0,0.0,0.0,0.0
MA,02145,0.1027538913682377,119167.0,0.2964474538540024,0.7035525461459976,0.1156035493052067,63125.0,34.0,1.0,0.0,9.0,21.0
MA,02451,0.0807854290871301,119509.0,0.2712003583159152,0.7287996416840848,0.0787380699893955,64400.0,32.0,2.0,0.0,13.0,15.0
MA,01754,0.08217505634861,119549.0,0.1672838717915975,0.8327161282084025,0.0573507382837577,66632.0,22.0,1.0,0.0,5.0,11.0
MA,02767,0.0940496519112045,119550.0,0.3135085292761641,0.6864914707238359,0.1136401955825324,53355.0,9.0,3.0,0.0,5.0,1.0
MA,02367,0.0833333333333333,119750.0,0.3951497860199714,0.6048502139800286,0.1221374045801526,53289.0,0.0,0.0,0.0,0.0,0.0
MA,02351,0.0546425393058439,119787.0,0.3484674643501065,0.6515325356498934,0.1053122087604846,52259.0,1.0,0.0,0.0,1.0,0.0
MA,01507,0.0376502608301202,119809.0,0.3647432503970355,0.6352567496029645,0.1032750653003817,53336.0,20.0,1.0,0.0,8.0,9.0
MA,02738,0.0535955272797378,120227.0,0.3486381322957198,0.6513618677042802,0.0578680203045685,78765.0,0.0,0.0,0.0,0.0,0.0
MA,02141,0.148262331838565,120542.0,0.1399304576637534,0.8600695423362466,0.093460528134937,74899.0,29.0,0.0,0.0,5.0,20.0
MA,02019,0.0512320510547775,120966.0,0.3289724484491422,0.6710275515508577,0.1114644617586261,51448.0,17.0,4.0,0.0,7.0,4.0
MA,02632,0.0668582537401741,121295.0,0.2477914242620125,0.7522085757379875,0.0578408853622885,57480.0,4.0,0.0,0.0,0.0,4.0
MA,01464,0.0209872397582269,121875.0,0.3994732221246708,0.6005267778753293,0.0861064891846921,48541.0,1.0,0.0,0.0,1.0,0.0
MA,02138,0.1203914506099425,122040.0,0.0616396317404647,0.9383603682595352,0.0470538661422852,74990.0,112.0,5.0,0.0,22.0,59.0
MA,01503,0.0502569960022844,122411.0,0.28816029143898,0.7118397085610201,0.0718728403593642,64003.0,7.0,0.0,0.0,4.0,1.0
MA,01569,0.0323921456213272,122458.0,0.3115884903429247,0.6884115096570753,0.0655134339344865,53336.0,1.0,1.0,0.0,0.0,0.0
MA,02472,0.0644922796940313,123383.0,0.1863620135665833,0.8136379864334167,0.0656596794081381,72808.0,38.0,3.0,1.0,6.0,25.0
MA,02779,0.0127426285375611,123877.0,0.3441278950604632,0.6558721049395367,0.0875054418807139,53173.0,1.0,0.0,0.0,0.0,1.0
MA,02026,0.0407560785600065,124375.0,0.2635032537960954,0.7364967462039046,0.0941050791492667,67595.0,31.0,3.0,0.0,6.0,17.0
MA,01938,0.0659965034965035,124405.0,0.1958692911858819,0.8041307088141181,0.0642695848532221,72497.0,7.0,0.0,0.0,1.0,4.0
MA,02379,0.0632421614409606,124483.0,0.3173951828724353,0.6826048171275647,0.0837969401947148,52738.0,0.0,0.0,0.0,0.0,0.0
MA,02139,0.1230303903211868,124648.0,0.1250375375375375,0.8749624624624625,0.1338563068111069,70682.0,104.0,3.0,2.0,19.0,59.0
MA,01095,0.0384856724534616,124682.0,0.2392138063279003,0.7607861936720998,0.0935465873163474,57650.0,2.0,0.0,0.0,1.0,1.0
MA,02356,0.078877803359768,124719.0,0.2516199890170236,0.7483800109829764,0.091044142614601,65937.0,19.0,2.0,1.0,6.0,8.0
MA,01505,0.0804123711340206,124732.0,0.1548084440969507,0.8451915559030493,0.0393374741200828,71483.0,3.0,0.0,0.0,1.0,2.0
MA,02184,0.050752519303756,125305.0,0.3018861094015856,0.6981138905984143,0.1120719715461329,57041.0,33.0,2.0,0.0,20.0,9.0
MA,02050,0.0788545743402952,125436.0,0.2060106382978723,0.7939893617021276,0.0846003898635477,62893.0,4.0,2.0,0.0,2.0,0.0
MA,02554,0.0432116788321167,125524.0,0.2030531363147079,0.7969468636852921,0.0847733279121772,73285.0,9.0,1.0,0.0,0.0,7.0
MA,01073,0.018431689571544,125534.0,0.2669322709163346,0.7330677290836654,0.1059253246753246,59434.0,1.0,1.0,0.0,0.0,0.0
MA,01259,0.032023289665211,125795.0,0.2690839694656488,0.7309160305343512,0.0246478873239436,56232.0,1.0,0.0,0.0,0.0,0.0
MA,02464,0.046642899584076,125846.0,0.0893814801573114,0.9106185198426886,0.0422939068100358,73575.0,8.0,0.0,1.0,3.0,2.0
MA,01718,0.0027137042062415,125972.0,0.289904570567554,0.710095429432446,0.091044142614601,64478.0,2.0,0.0,0.0,0.0,2.0
MA,02143,0.0861297095994611,126102.0,0.1604430069587376,0.8395569930412624,0.0989119683481701,77591.0,75.0,6.0,0.0,13.0,48.0
MA,02769,0.0476493516824437,126161.0,0.3306819386997561,0.669318061300244,0.0243377126857635,51692.0,0.0,0.0,0.0,0.0,0.0
MA,02347,0.0477268768507228,126182.0,0.3051326129666011,0.6948673870333988,0.1176330231448341,52254.0,1.0,0.0,0.0,0.0,0.0
MA,01876,0.0313771826178285,126795.0,0.3571398078975453,0.6428601921024546,0.0722015556307067,55480.0,14.0,2.0,1.0,4.0,5.0
MA,01463,0.0630895716140199,126824.0,0.2657897855196113,0.7342102144803887,0.0689495603887089,56602.0,5.0,0.0,0.0,4.0,1.0
MA,02176,0.0403054585302376,126854.0,0.227322206095791,0.772677793904209,0.0625808538163001,65038.0,33.0,2.0,0.0,5.0,21.0
MA,01701,0.0539562784082124,127000.0,0.2010932228722722,0.7989067771277277,0.0893470790378006,63262.0,29.0,3.0,0.0,10.0,12.0
MA,01721,0.0417185891531668,127106.0,0.178553651425727,0.8214463485742729,0.0718341476297372,69216.0,20.0,2.0,0.0,4.0,12.0
MA,02045,0.0360182070057391,127112.0,0.2236999760364246,0.7763000239635753,0.0843715846994535,73136.0,13.0,1.0,0.0,1.0,10.0
MA,01982,0.0490037695207323,127137.0,0.150656267833365,0.849343732166635,0.0581095991173225,62116.0,2.0,1.0,0.0,1.0,0.0
MA,02725,0.017921146953405,127228.0,0.3366107576633892,0.6633892423366108,0.0413625304136253,90249.0,13.0,1.0,0.0,7.0,5.0
MA,02116,0.1513425549227013,127309.0,0.1559899117276166,0.8440100882723833,0.1434273318872017,124696.0,154.0,1.0,1.0,30.0,89.0
MA,02766,0.0588741607849888,127404.0,0.3239868049010367,0.6760131950989633,0.096523330283623,52342.0,10.0,0.0,0.0,2.0,4.0
MA,02446,0.1229936182556565,127519.0,0.0869565217391304,0.9130434782608696,0.0912241785664771,85590.0,64.0,3.0,0.0,6.0,46.0
MA,01907,0.0664808917197452,127714.0,0.1806572602250402,0.8193427397749599,0.0713834491471888,75836.0,6.0,1.0,0.0,5.0,0.0
MA,01258,0.0319148936170212,127813.0,0.206060606060606,0.793939393939394,0.0235294117647058,55275.0,0.0,0.0,0.0,0.0,0.0
MA,02021,0.0507406634675568,128341.0,0.1693070981563962,0.8306929018436038,0.1032344734938514,74606.0,12.0,1.0,0.0,5.0,5.0
MA,02333,0.0391621129326047,128679.0,0.3328696343402226,0.6671303656597775,0.117915180340864,58078.0,7.0,0.0,0.0,2.0,4.0
MA,02322,0.0296924708377518,129487.0,0.4134296898524541,0.5865703101475459,0.1874265569917743,47100.0,3.0,0.0,1.0,2.0,0.0
MA,01756,0.0686936936936937,129837.0,0.2193223443223443,0.7806776556776557,0.1088920589633856,52395.0,2.0,0.0,0.0,0.0,0.0
MA,01474,0.0988433228180862,130156.0,0.4132132132132132,0.5867867867867868,0.1055341055341055,46643.0,0.0,0.0,0.0,0.0,0.0
MA,01880,0.0419997748001351,130419.0,0.2519261161596207,0.7480738838403793,0.0594408757803311,67048.0,44.0,1.0,0.0,3.0,36.0
MA,01523,0.0312114989733059,130444.0,0.2906419674225487,0.7093580325774513,0.1277173913043478,49297.0,3.0,0.0,1.0,0.0,0.0
MA,02130,0.1232409067465677,130533.0,0.169381209910703,0.830618790089297,0.1160196340919232,72568.0,59.0,2.0,8.0,11.0,28.0
MA,02648,0.0308721378955492,131125.0,0.2542166579725265,0.7457833420274734,0.046174142480211,53898.0,2.0,0.0,1.0,1.0,0.0
MA,02537,0.0729721265267773,131150.0,0.2247383037812433,0.7752616962187566,0.0702995008319467,62595.0,2.0,0.0,0.0,1.0,0.0
MA,01862,0.0753882445449184,131214.0,0.3536416184971098,0.6463583815028902,0.0774664469036967,49214.0,7.0,1.0,0.0,3.0,2.0
MA,02048,0.046714039439936,131409.0,0.2433419115446765,0.7566580884553235,0.1023385300668151,61744.0,18.0,0.0,0.0,6.0,12.0
MA,02066,0.0229860249285059,131889.0,0.1333234244946492,0.8666765755053508,0.0573231659216408,83964.0,3.0,0.0,0.0,1.0,1.0
MA,02110,0.1480530594779632,132239.0,0.0489882854100106,0.9510117145899892,0.066938775510204,151501.0,67.0,1.0,0.0,26.0,25.0
MA,01612,0.0137205579693574,133750.0,0.2169553327256153,0.7830446672743847,0.0477648499693815,54061.0,1.0,0.0,0.0,0.0,0.0
MA,02556,0.0308293530178028,133929.0,0.0954157782515991,0.9045842217484008,0.0542279411764705,70101.0,1.0,0.0,0.0,0.0,1.0
MA,01845,0.0741583562010575,134319.0,0.2058610534446965,0.7941389465553035,0.0732575297283222,65004.0,24.0,2.0,1.0,4.0,12.0
MA,01581,0.0456816559600285,134474.0,0.1834776189517482,0.8165223810482518,0.0503409795412275,68311.0,23.0,2.0,0.0,6.0,11.0
MA,01534,0.0289804469273743,134539.0,0.3331133113311331,0.6668866886688669,0.0847528043207312,62236.0,0.0,0.0,0.0,0.0,0.0
MA,01760,0.04575,134644.0,0.1647058823529411,0.8352941176470589,0.0759864565698658,76455.0,34.0,2.0,0.0,15.0,15.0
MA,02114,0.1127942204614309,135057.0,0.0816778924034444,0.9183221075965556,0.0985985985985986,112365.0,64.0,2.0,0.0,21.0,28.0
MA,01834,0.0317413230495401,135521.0,0.2731509625126646,0.7268490374873353,0.0688622754491018,62387.0,3.0,0.0,0.0,0.0,3.0
MA,01566,0.0185430463576158,135802.0,0.238323124042879,0.761676875957121,0.0711206896551724,58696.0,14.0,2.0,0.0,6.0,6.0
MA,01564,0.0248988877654196,136027.0,0.2322789943227899,0.76772100567721,0.0651842826682912,69535.0,2.0,0.0,0.0,1.0,1.0
